,Text,Sentiment
15843,give thank fill angstrom unit claim hope wealthi person bag tomorrow,1
15844,,1
15845,captain flight phx phl tonight evergreen state scream salut pointi termin aeroplan haha thank,1
15846,give thank fix hr hold,1
15847,flight hr amp iodin got lappland flight attend flight freaki happenst plu side sec great,1
15848,set safe everyth work,1
15849,lord day tin hold see,1
15850,eventu rectifi flight state affair thank,1
15851,clip today phl nice work thereisafirstforeveryth,1
15852,water ice pick front end solid,1
15853,outcri airplan pilot fc attend eliz unit state america super strong crosswind land eliz angstrom unit super busi end end,1
15854,marsha metr vinca minor beach sterl merit regard congratul thankyouforeveryth,1
15855,oasi dead soul yet soh lashkar e toiba sec non get overli high hope simpli everyth ha docket soh alir,1
15856,sooner state give thank say dri land hold due snowfal,1
15857,number one categori mode head,1
15858,pple angstrom unit great busi wolfram mad nevertheless system demand assist iodin appreci hard work amp push b better,1
15859,thank gift away place mulct busi,1
15860,thank,1
15861,thank betti work gate ilm pin gate agent clt portion pine tree state get place phx tonight instead tomorrow,1
15862,surprisingli quick respons clip past thank,1
15863,thank tin assist remind agent sec sooner state ps heard rumour angstrom unit stream wlan telecast film servic mighti instal,1
15864,thank,1
15865,appreci got hashtag lucycat,1
15866,ar best follow pine tree state delight,1
15867,thank reach pine tree state gold div k j flight alter verif dnx v,1
15868,ye flight attend grand btw secur tray tabular array soh sec non thresh astir,1
15869,thank seat pine tree state next hot jock flight significantli better,1
15870,give thank mode get bag thank got figur,1
15871,give thank occupi time,1
15872,thank,1
15873,ar astonish follow pine tree state dorsum delight,1
15874,thank soh much,1
15875,ar best follow pine tree state delight,1
15876,still non air deic aeroplan iodin miss link simpli client servic evergreen state help iodin metr trust gimmick next flight,1
15877,work hard fashion sure thing flow swimmingli keep posit degre,1
15878,ar embark simpli wealthi person yet go away thank respons,1
15879,iodin entir understand weather condit queer thank,1
15880,thx gate agt lavatori pascucci find unit state america angstrom unit flight clt pvd master copi evergreen state call flightl,1
15881,ar best follow pine tree state delight,1
15882,provid best logist experi peopl republ india bombay surat navimumbai,1
15883,ar best air duct follow pine tree state delight,1
15884,outcri red head gate agent flt dca ch tonight get name simpli evergreen state great,1
15885,dude call shaquil desk queen citi evergreen state improb profession person help v looni angri peopl tonight,1
15886,awe inspir usair tysvm lt,1
15887,give thank,1
15888,would pin wealthi person great peopl work organis,1
15889,tyvm usair happi nighttim lt,1
15890,thank sec hectic everyon simpli action stand compani well imo,1
15891,gladiola place great peopl acquir pine tree state place safe sad other get dorsum b c program job,1
15892,iodin appreci respons,1
15893,thank kevin squad f ish phl great servic recoveri tonight appreci,1
15894,thank assist iodin left angstrom unit messag dca lost found finger track breakthrough,1
15895,give thank gladiola header place great peopl phone call centr,1
15896,thx repli seek get thru mani time amp v mail beaver state peopl wall hang unit state america speak tech cont calciferol,1
15897,ha merriment,1
15898,fli high thank,1
15899,thank would better gate agent degre celsiu queen citi embark flight,1
15900,thank,1
15901,weather condit messi south iodin lose connexion clt impress though cust serv phone rep today,1
15902,queer year flight place alter air hose give thank phl usairway employe amp assist get pine tree state dorsum iah,1
15903,flight thank,1
15904,ar best air duct follow pine tree state dorsum delight,1
15905,give thank thank being soh accommod,1
15906,ar astonish ar best follow pine tree state delight,1
15907,thank,1
15908,ar best air duct follow pine tree state delight,1
15909,ar astonish ar best follow pine tree state delight iodin follow dorsum,1
15910,send thank employe freddi phl full admir ball club angstrom unit due east allow pine tree state spring angstrom unit twenti four hour walk sib wedg today,1
15911,sec wherefor u cat ar pick,1
15912,thank,1
15913,astir angstrom unit drink verifi next flight winkwink,1
15914,nice touch victim number one name intim iodin file angstrom unit claim shortli reimburs wealthi person angstrom unit unit state america air duct twenti four hour,1
15915,lose flight reflight book job iodin walk onto flight phone evergreen state still place,1
15916,thank travi phl angstrom unit due east checkin know luggag polici ski amp boot count edward teach mgr know,1
15917,right amp away,1
15918,give thank soh much angstrom unit nerv wrack twenti four hour,1
15919,perfectli staff evergreen state astonish,1
15920,haha angstrom unit great twenti four hour,1
15921,give thank iodin seek say wealthi person anyplac els effort,1
15922,client servic fine,1
15923,fab give thank soh much look forward take sky,1
15924,iodin got except servic flight ind phx,1
15925,crew keep safeti top head clt,1
15926,trust angstrom unit verifi angstrom unit hereaft flight optimist,1
15927,thank,1
15928,delight spring tara gramm angstrom unit rap dorsum congratul evergreen state help phl fellow member couch,1
15929,thank iodin hope iodin get destin,1
15930,thank repli trust everyth clear queen citi past mon,1
15931,believ pine tree state iodin understand flight evergreen state origin book lord day flight evergreen state call flight reschedul today,1
15932,give thank,1
15933,thank,1
15934,iodin mighti look marri woman travel much thoma iodin could usag rank,1
15935,great thank follow,1
15936,exactli wherefor complaint fli aa dalla lonesom air hose iodin trust,1
15937,acquir flight thank,1
15938,iodin think assist base behaviour verifi cot appear like suffici lol,1
15939,acquir dorsum eventu evergreen state angstrom unit rollercoast one time iodin acquir airdrom amp acquir speak individu thing acquir mend quick,1
15940,ye ye ye soh gladiola head place,1
15941,thank,1
15942,thank keep pine tree state updat hope iodin make either connexion killeen lone star state,1
15943,thank soh much,1
15944,aa doesnt charg whatev fee alter award ticket long origin destin amp award type remain lappland,1
15945,give thank verif,1
15946,aww cool sec nice know ar still caput fave,1
15947,go win iodin ne er lose angstrom unit flight simpli angstrom unit nice littl quiet gate alter possibl sheesh,1
15948,airdrom snowfal remot method keep good work folk cessna sec go sec,1
15949,great thank,1
15950,awe inspir thank,1
15951,none slack flight dfw wealthi person call flightl land ar mulct entir arbitrari,1
15952,aww thank aa dfw evergreen state gma soh iodin understand btw angstrom unit angstrom unit air hose im abl trv love cat,1
15953,ar awe inspir photo thank share,1
15954,new aeroplan gogo easi power laptop comput iphon lose angstrom unit good boat mode swivel cup holder dietcok happyfli,1
15955,acquir slay phone client servic lonesom proceed get issu resol cat ar awe inspir,1
15956,thank info angstrom unit figur iodin tin phone call speak angstrom unit individu sec go issu hr type,1
15957,sound like angstrom unit day month,1
15958,hope bask winterweath convey warm coat glove maria yup new beani,1
15959,iodin evergreen state happi purchas accliv lonesom evergreen state help next flight,1
15960,togeth ar best portion fli,1
15961,give thank lappland,1
15962,hope see bad chanc get better non dwell good encourag word,1
15963,give thank,1
15964,thank,1
15965,give thank overli,1
15966,great thank follow,1
15967,exactli wherefor complaint fli aa dalla lonesom air hose iodin trust,1
15968,acquir flight thank,1
15969,acquir dorsum eventu evergreen state angstrom unit rollercoast one time iodin acquir airdrom amp acquir speak individu thing acquir mend quick,1
15970,ye ye ye soh gladiola head place,1
15971,thank,1
15972,thank keep pine tree state updat hope iodin make either connexion killeen lone star state,1
15973,thank soh much,1
15974,give thank verif,1
15975,aww cool sec nice know ar still caput fave,1
15976,keep aa air crew chief first cousin alex espinosa dfw,1
15977,motortruck biggi,1
15978,airdrom snowfal remot method keep good work folk cessna sec go sec,1
15979,great thank,1
15980,awe inspir thank,1
15981,thank,1
15982,aww thank aa dfw evergreen state gma soh iodin understand btw angstrom unit angstrom unit air hose im abl trv love cat,1
15983,ar awe inspir photo thank share,1
15984,new aeroplan gogo easi power laptop comput iphon lose angstrom unit good boat mode swivel cup holder dietcok happyfli,1
15985,acquir slay phone client servic lonesom proceed get issu resol cat ar awe inspir,1
15986,ar slay kax insur premium trust flight better nutrient telecast iodin know work servic tnx,1
15987,sound like angstrom unit day month,1
15988,thank soh much,1
15989,hope bask winterweath convey warm coat glove maria yup new beani,1
15990,nice read give thank much,1
15991,pine tree state overli love live soh final soh iodin ever wealthi person great view,1
15992,thank,1
15993,togeth ar best portion fli,1
15994,cat lashkar e toiba spell,1
15995,iodin tin hardli believ bundl stay warm,1
15996,thank share photo unit ammunit hand clap crew appreci hard work,1
15997,great client servic thank,1
15998,iodin still think american air hose great iodin would like handl better loyal client number one right,1
15999,iodin could fli md c iodin would soh happi iodin dwell aeroplan soh much md love md life,1
16000,happi tt friend hope weather condit causat overli mani worri,1
16001,well wealthi person twenti four hour clip exist,1
16002,buckey state sec nil issu evergreen state alreadi settl iodin air,1
16003,congratul captain crew handl fustrat peopl piec deal prevent issu shortcom past maint,1
16004,thank quick respons sec appreci,1
16005,thank updat,1
16006,lashkar e toiba hope girdl mode big thank dri land exterior crew across unit state america final month great fb station yesterday,1
16007,chief,1
16008,respons ha unbeliev genuin astonish step wealthi person taken heighten client deal big give thank,1
16009,thank cat acquir slumber knack dfw bad weather condit,1
