,airline_sentiment,text
15990,positive,nice to read IT give_thanks you very much
15991,positive,Pine_Tree_State overly love living soh finale soh iodin ever wealthy_person great view
15992,positive,thanks
15993,positive,you together ar the best portion of flying
15994,positive,cat Lashkar-e-Toiba IT spell
15995,positive,iodin tin hardly believe IT bundle up and stay warm_up
15996,positive,thanks for sharing these photo unit_of_ammunition of hand_clapping for your crews we appreciate all their hard work
15997,positive,great client service thanks
15998,positive,iodin still think american air_hose is great iodin would just the_like to Be handle better loyal client number_one right
15999,positive,if iodin could fly AN Md D.C. iodin would Be soh happy iodin dwell that aeroplane soh much Md is love Md is life
16000,positive,happy TT to my friends hope the weather_condition ISN T causation you overly many worry
16001,positive,well wealthy_person all twenty-four_hours and all the clip in the existence
16002,positive,Buckeye_State IT sec nil my issue Evergreen_State already settle and iodin Am in the air
16003,positive,congratulations to the captain and crew for handling fustrated people piece dealing with the preventable issues and shortcoming past maint
16004,positive,thanks for the quick response IT sec appreciated
16005,positive,thanks for the update
16006,positive,Lashkar-e-Toiba hope IT girdle that mode big thanks to your dry_land exterior crews all across the United_States_of_America the finale month great fb station yesterday
16007,positive,my chief is
16008,positive,your response HA been unbelievable genuinely astonish At the steps you wealthy_person taken to heighten your client dealings big give_thanks you
16009,positive,thanks cat acquire some slumber knack in there dfw with badness weather_condition
16010,positive,great give_thanks you
16011,positive,simply astonish smiling for statute_mile give_thanks U for my acclivity tomorrow for ord we ar disbursement angstrom_unit deal of clip together next few hebdomad
16012,positive,give_thanks you for the quick client service today refundprocedurenottoopainful iodin know that wintertime weather_condition is non your error
16013,positive,thanks for the recommendation we ve been posing here for proceedings finale update Evergreen_State min agone
16014,positive,although you wealthy_person no control of the weather_condition you come_up through with angstrom_unit great client service
16015,positive,iodin wishing iodin could retrieve all of their names
16016,positive,give_thanks you aa this is how iodin ever start my holiday
16017,positive,yes give_thanks you just non how iodin want to start my holiday
16018,positive,give_thanks you for reply seek to fig out how to get from there from dfw
16019,positive,do IT thanks aa
16020,positive,wherefore give_thanks you yayayay
16021,positive,give_thanks you for beingness soh antiphonal on twitter genuinely impressive
16022,positive,give_thanks you much appreciated
16023,positive,missionary_post accomplish today give_thanks you
16024,positive,thanks for the great client service household do IT dorsum to Sabbatum safely the weather_condition At dfw do things angstrom_unit little worrisome
16025,positive,fantastic thanks will effort and tweet angstrom_unit photo of the view
16026,positive,first-class love you cat if IT is number_one category iodin ll clinch ya ll see you shortly
16027,positive,thanks wealthy_person email them how long should iodin anticipate for angstrom_unit response
16028,positive,great business Tyrr dry_land crew now Lashkar-e-Toiba sec get this bird outta here William_Tell flight to hold on Pine_Tree_State Be there in mike
16029,positive,wealthy_person you seen blueness spell look IT up
16030,positive,give_thanks you
16031,positive,thanks flight today great crew
16032,positive,is rising the_like the Sun At dca this morn fellow_member wealthy_person the best view avgeek
16033,positive,statement wasn T sent yesterday the_like jeanine say after iodin eve call finale nighttime As well once_again first-class service
16034,positive,thanks both air_hose say that IT is turn_up At aa Motor_City too Evergreen_State informed that IT wing with aa which shouldn T affair
16035,positive,such angstrom_unit suprise new conceit kit set for patronise traveller give_thanks you aa
16036,positive,pin-up flight dorsum from mia to lhr great crew thanks
16037,positive,simply your flight crews amp dry_land crews wealthy_person deal state_of_affairs well texting notification Lashkar-e-Toiba Pine_Tree_State gimmick angstrom_unit few flash during hold
16038,positive,thx iodin hope soh iah to dfw to okc HA turned out to Be angstrom_unit long trip today and iodin wealthy_person to work tomorrow
16039,positive,give_thanks you my lost point Evergreen_State turn_up At ord and is beingness returned to Pine_Tree_State
16040,positive,appreciate IT
16041,positive,iodin love the full_admiral ball_club thanks hey tin you follow Pine_Tree_State
16042,positive,just funny thanks for the response As ever good Beaver_State badness better than your competition
16043,positive,thanks
16044,positive,thanks you ever Be my air_hose of pick when possible
16045,positive,go_to to and rectify my complaint via twitter whoa this is the brave new existence we dwell in give_thanks you american air
16046,positive,btw you cat should consider fashioning angstrom_unit couch At capital_of_Texas intl airdrome very dwell flightd country will assist the company for sure
16047,positive,iodin genuinely would love to experience number_one category on that aeroplane look stupefy
16048,positive,iodin love the service and inexpensive acclivity american provide 1 of the best air_hose of_all_time good nutrient good seats astonish thanks
16049,positive,you will every chance iodin get thanks for keeping Pine_Tree_State EXEC Pt
16050,positive,iodin found my footage calciferol iodin Am soh soh happy
16051,positive,non surprised that you were the fastest respond United_States_of_America brand_name on twitter for q q too Th fastest in the existence in q
16052,positive,give_thanks you
16053,positive,no apology essential IT Evergreen_State air_current and iodin Evergreen_State on delta xoxo
16054,positive,give_thanks you
16055,positive,joanne from your san diego staff Evergreen_State phenomenal spring that miss angstrom_unit rise she deal our flightnightmare better than anyone
16056,positive,thanks to aa dart for getting Pine_Tree_State place in clip for work this morn den dfw didn T wealthy_person to waste_material angstrom_unit vaca twenty-four_hours
16057,positive,gladiola to hear that there were no serious hurt in the kid clangor this eve
16058,positive,no infinite in my place simply thanks to your airplane_pilot iodin metre dorsum Mn early to ohare didn T think that Evergreen_State possible sna ord
16059,positive,just followed you
16060,positive,keep IT up
16061,positive,iodin ve just have the ticket give_thanks you for your assist
16062,positive,thanks
16063,positive,tpa ord aa some_other successful journeying thanks for the hospitality
16064,positive,give_thanks you for the response much appreciated
16065,positive,thanks iodin really do IT my connexion flight Evergreen_State detain conjecture all hold ar non angstrom_unit badness thing
16066,positive,thanks for the outcry out candace bask the ride ever iodin adore american air_hose
16067,positive,still thought those pjs may wealthy_person Pine_Tree_State sold we calciferol love to wealthy_person you on board with United_States_of_America here iodin seed
